time,BTC,ETH,XRP,AAPL,AMZN,GOOGL,INFY.NS,MSFT,RELIANCE.NS,TCS.NS,TSLA
30-12-2020,28889.61,752.53,0.2115,130.2962,164.2925,86.2178,1120.7566,213.1089,904.8221,2716.8037,231.5933
31-12-2020,28972.4,737.15,0.2195,129.2926,162.8465,87.0317,1128.8468,213.8203,900.1971,2673.3337,235.2233
01-01-2021,29388.94,730.6,0.2379,129.2926,162.8465,87.0317,1133.0265,213.8203,901.1946,2734.4995,235.2233
04-01-2021,32030.55,1043.16,0.236,126.0966,159.3315,85.7153,1158.0162,209.2732,902.7136,2838.3425,243.2567
05-01-2021,34038.29,1103.19,0.2262,127.6556,160.9255,86.4065,1163.005,209.4751,891.4912,2888.3489,245.0367
06-01-2021,36849.86,1210.59,0.2492,123.3585,156.919,85.5539,1152.4878,204.0435,867.9808,2849.5952,251.9933
07-01-2021,39479.41,1225.5,0.324,127.5679,158.108,88.1093,1134.5547,209.85,866.5751,2832.1326,272.0133
08-01-2021,40636.24,1216.98,0.3209,128.669,159.135,89.2758,1179.4551,211.1285,876.8,2914.4031,293.34
11-01-2021,35496.03,1088.37,0.2879,125.6776,155.7105,87.213,1237.075,209.0809,860.2725,2966.2778,270.3967
12-01-2021,34058.4,1050.04,0.2923,125.5022,156.0415,86.2764,1233.0748,206.6199,887.3877,2964.7832,283.1467
13-01-2021,37380.85,1129.84,0.3056,127.5387,158.2945,86.7641,1246.918,207.9753,879.1125,2949.9355,284.8033
14-01-2021,39155.58,1232.11,0.2962,125.6094,156.3735,85.9532,1231.9513,204.7837,888.9973,3041.3916,281.6667
15-01-2021,36790.17,1169.06,0.2802,123.8847,155.2125,85.7893,1208.9841,204.428,878.5004,3025.1587,275.3867
18-01-2021,36623.04,1258.31,0.2855,123.8847,155.2125,85.7893,1179.4102,204.428,899.585,3014.3062,275.3867
19-01-2021,35932.79,1367.65,0.2942,124.5571,156.038,88.6123,1183.5453,208.0715,914.2988,3050.7476,281.5167
20-01-2021,35501.38,1377.75,0.2954,128.6495,163.169,93.3596,1204.0402,215.6661,931.6653,3095.7507,283.4833
21-01-2021,30840.3,1111.49,0.2678,133.3656,165.3495,93.5622,1204.2646,216.2717,951.9336,3063.0505,281.6633
22-01-2021,33008.02,1234.56,0.273,135.5092,164.6115,93.9798,1205.2988,217.2138,929.3527,3090.418,282.2133
25-01-2021,32275.27,1318.47,0.2677,139.2607,164.7,94.0652,1191.1407,220.6554,880.1101,3079.377,293.6
26-01-2021,32516.52,1368.22,0.2682,139.4945,166.3065,94.744,1191.1407,223.3471,880.1101,3079.377,294.3633
27-01-2021,30423.05,1241.51,0.2513,138.4227,161.629,90.324,1169.4774,223.895,859.2523,3051.075,288.0533
28-01-2021,33443.87,1330.78,0.2647,133.5799,161.881,92.0253,1147.1843,229.6919,850.8864,2990.728,278.4767
29-01-2021,34252.08,1379.13,0.2831,128.5813,160.31,90.7421,1113.7899,222.9914,835.1977,2911.0139,264.51
01-02-2021,33535.94,1374.57,0.3721,130.7055,167.144,94.0051,1133.4312,230.3841,859.3882,2937.2112,279.9367
02-02-2021,35524.43,1513.9,0.373,131.5337,169,95.2987,1142.7347,230.2495,873.218,2997.1833,290.93
03-02-2021,37677.34,1667.22,0.3977,130.5106,165.6265,102.2388,1154.7803,233.6046,875.4172,2994.0024,284.8967
04-02-2021,36983.42,1597.44,0.4455,133.8723,166.55,101.9781,1150.0159,232.6528,872.5378,2983.1492,283.33
05-02-2021,38310.24,1721.48,0.4524,133.4576,167.6075,103.7261,1143.4988,232.8355,872.2884,2954.6135,284.0767
08-02-2021,46437.41,1752.87,0.4518,133.6039,166.147,103.5121,1171.7694,233.0951,884.8484,3007.1482,287.8067
09-02-2021,46509.57,1772.05,0.4767,132.7256,165.25,103.0587,1173.5671,234.3448,886.9796,2972.3435,283.1533
10-02-2021,44854.95,1743,0.5056,132.1206,164.329,103.6094,1165.4321,233.4315,895.2094,3006.3997,268.2733
11-02-2021,48006.18,1787.69,0.5286,131.8669,163.1065,103.7221,1161.9713,235.037,932.1187,2999.5701,270.5533
12-02-2021,47435.54,1844.84,0.6102,132.1011,163.8855,104.034,1177.3877,235.5177,925.7253,2985.3484,272.04
15-02-2021,47936.51,1779.4,0.5502,132.1011,163.8855,104.034,1177.2528,235.5177,921.6443,2937.6787,272.04
16-02-2021,49184.63,1782.83,0.52,129.9737,163.4475,104.8121,1159.9487,234.2775,933.8417,2908.6277,265.4067
17-02-2021,52154.91,1851.14,0.5341,127.6805,165.432,105.2054,1151.7689,235.2988,944.6107,2875.2266,266.05
18-02-2021,51591.61,1939.61,0.5319,126.5778,166.4115,104.5693,1161.7916,234.9038,937.5599,2860.491,262.46
19-02-2021,55933.47,1957.47,0.5643,126.7339,162.495,103.7251,1160.7578,232.1866,943.2729,2874.0574,260.4333
22-02-2021,54121.17,1778.07,0.5659,122.9574,159.037,102.0094,1137.2964,225.9621,910.5353,2767.9592,238.1667
23-02-2021,48898.7,1578.19,0.4763,122.8207,159.725,102.3004,1138.3301,224.7672,917.4955,2788.3083,232.9467
24-02-2021,49738.17,1625.17,0.4695,122.3231,157.9765,103.4768,1145.4763,226.0006,934.5219,2758.2761,247.34
25-02-2021,47082.87,1481.88,0.4358,118.0683,152.858,100.1071,1145.7013,220.6433,972.3153,2802.4363,227.4067
26-02-2021,46324.5,1446.1,0.4283,118.3318,154.6465,100.403,1126.5994,223.9097,945.767,2707.9399,225.1667
01-03-2021,49635.07,1571.49,0.4457,124.7041,157.307,102.7742,1138.9144,228.3035,952.9765,2735.9146,239.4767
02-03-2021,48501.21,1488.67,0.4363,122.0986,154.7265,102.5169,1172.6233,225.3454,954.9261,2812.7749,228.8133
03-03-2021,50392.55,1568.65,0.4487,119.1125,150.25,99.8816,1207.7257,219.2654,998.5009,2862.1284,217.7333
04-03-2021,48363.74,1538.37,0.481,117.2291,148.8785,100.9999,1195.86,218.4656,986.5983,2853.3333,207.1467
05-03-2021,48775.37,1529.75,0.4554,118.4879,150.023,104.1353,1183.5898,223.1582,987.8906,2814.3657,199.3167
08-03-2021,52405.02,1834.48,0.4739,113.5501,147.5975,99.6874,1200.7142,219.1015,993.5132,2813.3362,187.6667
09-03-2021,54928.7,1872.1,0.4856,118.1659,153.1425,101.3192,1209.5233,225.2587,993.4906,2854.5027,224.5267
10-03-2021,55893.31,1795.63,0.4622,117.0827,152.882,101.1121,1229.8389,223.9482,989.3643,2873.2156,222.6867
11-03-2021,57809.41,1827.06,0.4523,119.0149,155.6795,104.3076,1229.8389,228.4866,989.3643,2873.2156,233.2
12-03-2021,57256.22,1767.77,0.4397,118.1074,154.4745,101.7979,1235.8616,227.1569,969.2548,2861.0525,231.2433
15-03-2021,55665.01,1794.83,0.4361,120.9959,154.084,102.0184,1234.7378,226.2511,956.2411,2868.7241,235.98
16-03-2021,56925.01,1805.64,0.4603,122.5378,154.593,103.4808,1244.0864,229.0454,952.4778,2909.7974,225.6267
17-03-2021,58909,1823.03,0.4697,121.7473,156.7865,103.3978,1246.7832,228.3999,931.96,2912.5115,233.9367
18-03-2021,57643.32,1776.16,0.4693,117.6194,151.3995,100.3747,1201.9277,222.3102,910.9888,2840.9836,217.72
19-03-2021,58060.21,1809.76,0.4667,117.0925,153.748,100.6538,1208.5348,221.9537,944.0439,2853.8013,218.29
22-03-2021,54095.36,1682.05,0.5444,120.4104,155.5435,100.839,1232.2209,227.3881,935.1566,2928.1362,223.3333
23-03-2021,54355.45,1668.69,0.5498,119.5809,156.875,101.3674,1232.895,228.9202,946.5378,2940.2522,220.72
24-03-2021,52303.02,1583.24,0.4802,117.1901,154.3535,100.9304,1216.8945,226.8774,928.3098,2920.1362,210.09
25-03-2021,51336.09,1586.98,0.5117,117.678,152.313,100.9269,1198.9615,223.8711,902.9857,2867.5078,213.4633
26-03-2021,55055.43,1699.89,0.5635,118.283,152.6015,100.543,1201.1187,227.8602,904.4366,2869.3323,206.2367
29-03-2021,57626.1,1816.48,0.5655,118.4587,153.7865,101.5888,1201.1187,226.6654,904.4366,2869.3323,203.7633
30-03-2021,58781.54,1841.4,0.5627,117.0047,152.7645,101.6226,1245.2551,223.399,920.1481,2955.175,211.8733
31-03-2021,58793.8,1919.08,0.57,119.2003,154.704,102.4196,1229.749,227.1761,908.2681,2973.2324,222.6433
01-04-2021,58730.82,1967.67,0.5705,120.0298,158.05,105.7596,1245.1652,233.5163,916.77,2961.2092,220.5833
05-04-2021,59119.56,2107.73,0.9141,122.8598,161.3365,110.188,1267.3683,239.9914,903.5072,3030.3513,230.35
06-04-2021,58010.35,2112.29,1.095,123.1623,161.191,109.7063,1268.402,238.8255,899.7437,3054.4902,230.54
07-04-2021,55951.98,1964.18,0.9163,124.8115,163.9695,111.1847,1285.616,240.7911,908.1548,3060.7581,223.6567
08-04-2021,58084.46,2081.11,1.058,127.212,164.965,111.7507,1294.2904,244.019,909.2884,3103.7498,227.9333
09-04-2021,58106.85,2066.55,1.018,129.7883,168.61,112.7558,1295.369,246.5242,898.7234,3108.3345,225.6733
12-04-2021,59845.76,2137.79,1.468,128.0708,168.9695,111.4622,1281.6158,246.582,866.5751,3037.5088,233.9933
13-04-2021,63558.48,2298.66,1.796,131.1838,170,111.9494,1255.9071,249.0679,875.9385,2904.1843,254.1067
14-04-2021,62964.27,2431.86,1.837,128.8418,166.65,111.3277,1255.9071,246.2737,875.9385,2904.1843,244.0767
15-04-2021,63233.03,2517.08,1.759,131.2521,168.9545,113.4798,1223.1869,250.0412,881.6063,3011.686,246.2833
16-04-2021,61416.41,2425.96,1.55,130.9203,169.972,113.3557,1216.8945,251.236,876.0745,2989.4182,246.5933
19-04-2021,55680.11,2163.36,1.311,131.5839,168.6005,113.7038,1224.8049,249.3089,862.2903,2958.2156,238.21
20-04-2021,56496.06,2332.45,1.387,129.8956,166.7345,113.17,1214.7371,248.8464,862.0408,2942.0759,239.6633
21-04-2021,53803.25,2357.59,1.291,130.2763,168.101,113.1372,1214.7371,251.0818,862.0408,2942.0759,248.04
22-04-2021,51717.61,2401.35,1.157,128.7539,165.452,111.8545,1214.5125,247.7961,864.4214,2917.9836,239.8967
23-04-2021,51178.03,2369.67,1.171,131.0764,167.044,114.2088,1198.9615,251.631,863.4919,2909.2827,243.1333
26-04-2021,54062.29,2534.9,1.367,131.4668,170.45,114.7054,1207.7257,252.0164,878.6817,2901.1436,246.0667
27-04-2021,55073.48,2667.93,1.403,131.1447,170.8715,113.7644,1212.1752,252.4211,901.7161,2930.3345,234.9133
28-04-2021,54877.94,2750.91,1.359,130.3543,172.925,117.1441,1218.9171,245.2812,905.6382,2922.9431,231.4667
29-04-2021,53581.58,2758.46,1.399,130.2567,173.5655,118.8185,1219.2316,243.306,917.7676,2914.6633,225.6667
30-04-2021,57757.97,2775.96,1.599,128.2855,173.371,116.8689,1217.4338,242.988,904.3687,2840.1885,236.48
03-05-2021,57195.07,3431.41,1.555,129.3394,169.3245,116.3515,1215.3663,242.6797,888.2946,2841.4509,228.3
04-05-2021,53244.07,3241.09,1.389,124.7627,165.5935,114.5514,1195.0061,238.758,869.0463,2853.3804,224.5333
05-05-2021,57506.88,3528.86,1.616,125.0067,163.527,114.9457,1205.8828,237.4861,870.6334,2896.3713,223.6467
06-05-2021,56441.94,3491.74,1.604,126.607,165.3185,116.067,1223.9508,240.6273,875.5757,2911.1072,221.18
07-05-2021,57374.33,3483.96,1.582,127.2815,164.5805,116.791,1215.816,243.2578,875.9159,2931.1765,224.1233
10-05-2021,55870.01,3949.77,1.391,123.9971,159.5245,113.8026,1204.1302,238.1702,873.3992,2942.9651,209.68
11-05-2021,56747.52,4178.02,1.481,123.0782,161.1955,112.7255,1196.1299,237.2549,876.5507,2921.5405,205.7333
12-05-2021,49504.08,3811.29,1.269,120.0089,157.597,109.2589,1192.8488,230.2884,867.482,2888.7932,196.63
13-05-2021,49700.6,3718.99,1.363,122.1594,158.0735,110.6886,1192.8488,234.1715,867.482,2888.7932,190.5633
14-05-2021,49887.96,4080.13,1.403,124.5836,161.145,113.1387,1183.3203,239.1049,878.4324,2855.0173,196.58
17-05-2021,43552.14,3280.73,1.495,123.4301,163.5195,113.6621,1195.0061,236.2431,888.884,2872.093,192.2767
18-05-2021,42886.02,3377.65,1.592,122.0421,161.614,112.3486,1204.5347,234.2197,901.3987,2889.9163,192.6233
19-05-2021,36771.87,2442.89,1.062,121.8857,161.59,112.797,1201.8379,234.7992,905.5248,2883.5535,187.82
20-05-2021,40597.4,2772.84,1.181,124.4467,162.384,114.5574,1203.9054,238.0441,900.2424,2862.9702,195.5933
21-05-2021,37350.39,2435.86,1.009,122.609,160.154,113.9208,1217.5687,236.779,908.0188,2882.1504,193.6267
24-05-2021,38837.76,2648.77,0.9933,124.2415,162.2495,117.2434,1211.7706,242.197,900.3558,2883.0862,202.1467
25-05-2021,38387.36,2707.49,0.9743,124.046,162.9525,117.3342,1223.9508,243.1048,890.1536,2927.7454,201.5633
26-05-2021,39295.08,2888.94,1.033,123.9971,163.258,118.2003,1255.9969,242.8827,893.2822,2969.583,206.3767
27-05-2021,38538.84,2742.48,0.9726,122.4624,161.5055,117.3248,1260.4912,240.7773,896.0256,2989.7971,210.2833
28-05-2021,35680.92,2412.36,0.8994,121.8075,161.1535,117.0353,1263.0085,241.1346,949.8478,2955.5737,208.4067
31-05-2021,37290.83,2707.38,1.042,121.8075,161.1535,117.0353,1266.3702,241.1346,979.5475,2970.1943,208.4067
01-06-2021,36683.51,2634.23,1.01,121.4849,160.9325,118.2435,1260.4191,238.9326,983.447,2964.4121,207.9667
02-06-2021,37576.98,2706.52,1.025,122.2474,161.6995,117.7176,1252.6504,238.8361,998.1156,2942.2708,201.7067
03-06-2021,39229.66,2856.01,1.045,120.7616,159.3505,116.575,1262.6451,237.3005,1001.9244,2953.3647,190.9467
04-06-2021,36861.5,2691.17,0.9691,123.0587,160.311,118.8587,1259.0106,242.2066,993.2412,2955.7158,199.6833
07-06-2021,33582.86,2593.12,0.8625,123.0685,159.9005,119.2922,1262.6451,245.1233,1009.9728,2992.8062,201.71
08-06-2021,33409.38,2509.23,0.8751,123.8895,163.2055,119.1005,1283.8154,243.9257,1004.1689,3008.7417,201.1967
09-06-2021,37391.58,2610.64,0.9218,124.2708,164.0575,119.5723,1285.9508,244.9108,986.213,3008.8359,199.5933
10-06-2021,36680.78,2471.56,0.8687,123.2737,167.4825,120.9225,1294.1282,248.4359,989.8405,3024.3962,203.3733
11-06-2021,37339.98,2355.09,0.8471,124.4858,167.3415,120.6777,1314.6628,249.0637,1007.0098,3077.9871,203.2967
14-06-2021,40526.63,2582.12,0.8907,127.5455,169.1935,121.6068,1328.201,250.9952,1021.4567,3080.3848,205.8967
15-06-2021,40161.86,2543.6,0.8668,126.7243,169.1565,120.5878,1339.1951,249.5175,1023.777,3067.5979,199.7867
16-06-2021,38345.41,2367.7,0.8315,127.2229,170.7625,119.9452,1345.2827,248.5711,1006.3045,3078.5037,201.6233
17-06-2021,38082.3,2372.31,0.8414,128.8259,174.462,120.9096,1358.6395,251.9706,1008.1474,3119.3079,205.5333
18-06-2021,35830.29,2233.57,0.797,127.5259,174.345,119.2883,1365.9081,250.5509,1012.6975,3100.0811,207.77
21-06-2021,31652.62,1887.89,0.6076,129.3245,172.698,120.9781,1363.1824,253.6414,1017.9756,3077.3286,206.9433
22-06-2021,32537.58,1880.83,0.5465,130.9667,175.272,121.4925,1373.6765,256.4228,1012.7429,3103.7478,207.9033
23-06-2021,33678.64,1968.56,0.6385,130.693,175.191,121.2904,1365.7717,256.1911,1003.4608,3066.3289,218.8567
24-06-2021,34649.84,1989.01,0.6719,130.4095,172.454,121.6609,1416.6992,257.5624,979.8684,3171.8176,226.6067
25-06-2021,31593.86,1810.27,0.6123,130.1163,170.073,121.6693,1430.3285,255.9496,957.55,3178.5872,223.9567
28-06-2021,34487.11,2083.8,0.644,131.7487,172.1945,121.6967,1428.1477,259.523,949.155,3137.1719,229.5733
29-06-2021,35901.41,2165.61,0.7056,133.2639,172.407,121.4349,1420.1973,262.1112,949.9741,3141.0266,226.92
30-06-2021,35056.39,2276.14,0.7059,133.8797,172.008,121.2532,1436.3252,261.6284,960.3712,3145.6333,226.5667
01-07-2021,33543.11,2109.29,0.6601,134.1827,171.6485,121.6058,1417.7894,262.3044,954.5925,3141.6375,225.9733
02-07-2021,33804.54,2155.65,0.6569,136.8122,175.549,124.3995,1424.5132,268.1473,968.7433,3126.5481,226.3
05-07-2021,33702.79,2196.71,0.6533,136.8122,175.549,124.3995,1434.644,268.1473,978.3668,3122.364,226.3
06-07-2021,34237.66,2322.63,0.6652,138.8259,183.787,125.3256,1419.4249,268.157,966.8096,3067.1753,219.86
07-07-2021,33880.79,2317.12,0.652,141.3186,184.829,125.6077,1421.6057,270.3493,960.0981,3079.0681,214.8833
08-07-2021,32874.01,2114.51,0.6229,140.0185,186.5705,124.1875,1418.1075,267.9252,952.1581,3063.6018,217.6033
09-07-2021,33804.2,2145.67,0.6368,141.8464,185.967,124.6587,1420.061,268.4274,942.4209,3016.2634,218.9833
12-07-2021,33088.51,2032.88,0.6296,141.2502,185.9275,126.1057,1406.3865,267.8287,948.2906,3002.1138,228.5667
13-07-2021,32737.47,1940.61,0.6195,142.3645,183.868,126.4692,1403.7516,271.3634,955.3888,2996.8955,222.8467
14-07-2021,32820.5,1994.22,0.6202,145.7955,184.084,127.3586,1432.7816,272.841,949.155,3022.2803,217.7933
15-07-2021,31867.46,1918.17,0.5969,145.1406,181.56,126.135,1436.3252,271.4117,947.4943,3017.9463,216.8667
16-07-2021,31401.76,1877.05,0.5897,143.0976,178.6815,126.1003,1413.292,271.1413,961.1674,3010.2678,214.74
19-07-2021,30847.55,1818.6,0.5574,139.2462,177.4795,123.7247,1400.7983,267.5293,955.0475,3000.6567,215.4067
20-07-2021,29795.55,1786.52,0.529,142.863,178.6595,125.345,1408.3855,269.7602,952.7042,3020.6318,220.1667
21-07-2021,32139.48,1994.98,0.5711,142.1299,179.26,126.6753,1408.3855,271.769,952.7042,3020.6318,218.43
22-07-2021,32299.47,2024.74,0.5924,143.4984,181.9015,127.5418,1444.866,276.3468,964.944,3030.5718,216.42
23-07-2021,33637.92,2125.57,0.6095,145.2188,182.832,132.1039,1445.0933,279.7559,958.1188,3027.2744,214.46
26-07-2021,37269.52,2228.67,0.625,145.6391,184.991,133.1169,1457.3137,279.1572,944.9918,3012.8584,219.2067
27-07-2021,39496.69,2301.98,0.6455,143.4691,181.3195,130.9965,1456.0875,276.7332,935.0497,2999.1013,214.9267
28-07-2021,40030.01,2301.12,0.7339,141.7193,181.516,135.1618,1458.8586,276.424,927.0187,3013.094,215.66
29-07-2021,40030.52,2383.24,0.7495,142.3645,179.996,134.8474,1469.2167,276.6944,934.2534,3011.2095,225.7833
30-07-2021,42231.83,2463.61,0.7524,142.5796,166.3795,133.8036,1463.3107,275.159,926.0861,2984.4971,229.0667
02-08-2021,39158.53,2608.44,0.739,142.2472,166.574,133.9308,1482.4369,275.072,943.0125,3033.4463,236.5567
03-08-2021,38189.3,2508.21,0.7132,144.0458,168.312,134.701,1503.9254,277.2933,949.9514,3095.1633,236.58
04-08-2021,39738.56,2725.72,0.7308,143.645,167.736,134.1999,1498.5192,276.7042,957.2316,3084.8452,236.9733
05-08-2021,40888.18,2829.23,0.7336,143.7525,168.7995,135.3182,1502.4261,279.6111,971.1094,3094.2673,238.21
